course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,Clean_title
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,https://www.udemy.com/ultimate-angular-2/,True,50,11384,1846,80,All Levels,5.5 hours,2016-09-19T22:25:38Z,Web Development,Ultimate Angular 4 previously Angular 2 Bootstrap 4
1019276,The Ultimate Beginner's Guide to Django,https://www.udemy.com/the-ultimate-beginners-guide-to-django-python-web-dev-website/,True,200,2390,497,82,Beginner Level,9 hours,2016-12-11T22:07:39Z,Web Development,Ultimate Beginners Guide Django
1252630,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,True,100,7059,116,58,All Levels,5 hours,2017-06-19T21:39:14Z,Web Development,React JS  Mastering Redux
1000010,Professional Ruby on Rails Developer with Rails 5,https://www.udemy.com/pro-ruby-on-rails-rails5/,True,200,3179,214,174,All Levels,20.5 hours,2017-02-19T22:03:15Z,Web Development,Professional Ruby Rails Developer Rails 5
937586,"Ruby on Rails 5 - BDD, RSpec and Capybara",https://www.udemy.com/ruby-rails-5-bdd-rspec-capybara/,True,200,1870,193,145,All Levels,14.5 hours,2016-10-28T00:17:36Z,Web Development,Ruby Rails 5  BDD RSpec Capybara
79154,Back to School Web Development and Programming Bundle,https://www.udemy.com/back-to-school-web-development-and-programming-bundle/,True,200,18170,117,779,Beginner Level,44.5 hours,2013-08-19T14:53:00Z,Web Development,School Web Development Programming Bundle
328476,Complete ASP NET MVC Web Development - Newbie to Ninja!,https://www.udemy.com/better-web-development-pro-techniques-for-success/,True,195,6073,627,66,All Levels,9 hours,2014-11-24T21:10:49Z,Web Development,Complete ASP NET MVC Web Development  Newbie Ninja
921474,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,https://www.udemy.com/the-complete-devops-engineer-course-20-java-kubernetes/,True,195,5335,105,117,All Levels,14 hours,2016-08-06T20:53:04Z,Web Development,Complete DevOps Engineer Course 20  Java  Kubernetes
82778,All about NodeJS,https://www.udemy.com/all-about-nodejs/,True,50,8755,931,133,All Levels,15.5 hours,2014-12-19T20:46:50Z,Web Development,NodeJS
907386,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,https://www.udemy.com/how-to-create-a-wordpress-website-2016-new-divi-theme-30/,True,40,4144,383,43,Beginner Level,5.5 hours,2016-10-13T22:12:07Z,Web Development,Create Wordpress Website 2016  NEW Divi Theme 30
877124,The Complete jQuery Course - From Beginner to Professional!,https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/,True,200,6420,134,188,All Levels,22.5 hours,2016-06-20T22:59:31Z,Web Development,Complete jQuery Course  Beginner Professional
1169378,Build a complete Fiverr clone with Node + Algolia + Paypal,https://www.udemy.com/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/,True,30,1741,26,87,All Levels,9 hours,2017-05-20T05:38:42Z,Web Development,Build complete Fiverr clone Node  Algolia  Paypal
30240,The Ultimate Web Development Course,https://www.udemy.com/build-an-instant-update-database-interface-with-jquery-ajax/,True,50,9881,329,136,All Levels,12 hours,2013-08-25T16:16:52Z,Web Development,Ultimate Web Development Course
836044,React From The Ground Up,https://www.udemy.com/reactjs-from-the-ground-up/,True,150,3252,401,62,All Levels,12.5 hours,2016-05-02T21:59:07Z,Web Development,React Ground
405818,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,True,100,5089,685,29,All Levels,3.5 hours,2015-01-31T02:24:19Z,Web Development,Javascript Beginners Learn Practical Exercises
665042,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,https://www.udemy.com/8-beautiful-ruby-on-rails-apps-in-30-days/,True,100,5962,466,132,All Levels,16 hours,2016-03-08T07:36:40Z,Web Development,8 Beautiful Ruby Rails Apps 30 Days  TDD  Immersive
1068590,Wordpress Website Mastery 2017,https://www.udemy.com/wordpress-website-mastery-2017/,False,Free,5181,64,22,Beginner Level,2.5 hours,2017-01-18T17:01:40Z,Web Development,Wordpress Website Mastery 2017
1203894,How To Make an eCommerce Website With Wordpress 2017,https://www.udemy.com/how-to-make-an-ecommerce-website-with-wordpress-2017/,False,Free,3493,43,26,Beginner Level,4.5 hours,2017-05-09T22:08:11Z,Web Development,eCommerce Website Wordpress 2017
994634,Mastering ASP.NET MVC 5 From Scratch Using C#,https://www.udemy.com/masteringaspnetmvc5/,True,50,417,65,109,All Levels,13 hours,2016-12-01T20:30:59Z,Web Development,Mastering ASPNET MVC 5 Scratch C
765916,Start Web Development with GIS Map in JavaScript,https://www.udemy.com/start-web-development-with-gis-map-in-javascript/,True,60,1599,26,49,All Levels,3 hours,2016-02-28T23:43:19Z,Web Development,Start Web Development GIS Map JavaScript
128950,Learn to Build Websites using Twitter Bootstrap,https://www.udemy.com/learn-to-build-websites-using-twitter-bootstrap/,False,Free,15134,523,12,All Levels,2.5 hours,2014-04-14T07:51:24Z,Web Development,Learn Build Websites Twitter Bootstrap
549064,Web Development Tools the Pros Use: Code Productivity Hacks,https://www.udemy.com/web-development-tools/,True,30,2596,11,39,Beginner Level,4 hours,2015-10-08T18:13:22Z,Web Development,Web Development Tools Pros Use Code Productivity Hacks
400280,WordPress : An Overview,https://www.udemy.com/what-is-wordpress/,True,45,1783,16,15,Beginner Level,36 mins,2015-02-02T04:48:51Z,Web Development,WordPress  Overview
382856,Create Startup Landing Page with Viral Marketing Strategies,https://www.udemy.com/create-startup-landing-page-with-viral-marketing-strategies/,False,Free,12974,120,13,Beginner Level,1 hour,2015-01-03T01:18:44Z,Web Development,Create Startup Landing Page Viral Marketing Strategies
958982,JavaScript : JavaScript Awesomeness,https://www.udemy.com/javascript-javascript/,True,25,785,20,25,Beginner Level,1 hour,2016-09-15T18:06:58Z,Web Development,JavaScript  JavaScript Awesomeness
1113036,Mastering CSS 3.0 Selectors,https://www.udemy.com/css3-selectors/,False,Free,4115,63,13,Intermediate Level,2 hours,2017-02-22T21:57:35Z,Web Development,Mastering CSS 30 Selectors
226534,WordPress Backup And Restore Fundamentals,https://www.udemy.com/wordpress-backup-and-restore-fundamentals/,False,Free,13242,131,24,Intermediate Level,1 hour,2014-06-24T19:23:44Z,Web Development,WordPress Backup Restore Fundamentals
738726,Learn HTML and CSS to make a Website,https://www.udemy.com/learn-html-and-css-to-make-website/,True,20,1154,12,71,Beginner Level,6 hours,2016-01-28T19:35:51Z,Web Development,Learn HTML CSS Website
64422,1 Hour HTML,https://www.udemy.com/1-hour-html/,True,200,16212,514,20,Beginner Level,1 hour,2013-07-09T03:16:26Z,Web Development,1 Hour HTML
874166,Angular 2 Crash Course with TypeScript,https://www.udemy.com/angular-2-crash-course/,True,100,16409,589,74,All Levels,4 hours,2016-06-14T19:26:06Z,Web Development,Angular 2 Crash Course TypeScript
1197650,Boost your website speed without any coding!,https://www.udemy.com/boost-your-website-speed-without-any-coding/,True,50,1337,28,12,All Levels,1 hour,2017-05-14T17:14:48Z,Web Development,Boost website speed coding
912946,Professional Rails Code Along,https://www.udemy.com/professional-ruby-on-rails-coding-course/,True,40,1469,237,120,Intermediate Level,19 hours,2016-08-04T03:48:09Z,Web Development,Professional Rails Code
876544,ASP.NET Web API 2 Hands-On,https://www.udemy.com/aspnet-web-api-2-hands-on/,True,20,2660,276,16,All Levels,1.5 hours,2016-06-19T20:10:58Z,Web Development,ASPNET Web API 2 HandsOn
1205894,Create a MEAN App by Example - Full Stack Course,https://www.udemy.com/full-stack-course-mean-app/,True,50,421,26,33,Intermediate Level,3.5 hours,2017-05-08T18:16:17Z,Web Development,Create MEAN App Example  Stack Course
19332,The Original Complete Web Developer Course.,https://www.udemy.com/thecompletewebdeveloper/,True,20,31070,742,195,Beginner Level,18 hours,2012-10-28T00:13:03Z,Web Development,Original Complete Web Developer Course
863954,Angular 2 From The Ground Up,https://www.udemy.com/angular-2-from-the-ground-up/,True,30,1737,471,87,All Levels,11.5 hours,2016-06-02T17:52:17Z,Web Development,Angular 2 Ground
789324,Complete Web Development Course + Building 5 Websites!,https://www.udemy.com/creating-5-web-development-projects-in-html5-and-css3/,True,200,11492,174,118,All Levels,24.5 hours,2016-03-21T20:14:43Z,Web Development,Complete Web Development Course  Building 5 Websites
1229274,WP Plugin Development - Build your own plugin!,https://www.udemy.com/wp-plugin-development-build-your-own-plugin/,True,200,5439,22,24,Beginner Level,4 hours,2017-06-13T18:39:12Z,Web Development,WP Plugin Development  Build plugin
906700,Sass: From Beginner to Advanced,https://www.udemy.com/sass-from-beginner-to-advanced/,True,40,8059,231,39,All Levels,2 hours,2016-07-21T15:43:34Z,Web Development,Sass Beginner Advanced
113706,Build Flat Responsive Website from Scratch - Complete Course,https://www.udemy.com/build-flat-responsive-website-from-scratch-complete-course/,True,35,12105,144,54,All Levels,7.5 hours,2013-12-04T13:33:41Z,Web Development,Build Flat Responsive Website Scratch  Complete Course
604044,Wordpress for Beginners - Build a Live Website from Scratch,https://www.udemy.com/wordpress_for_beginners/,True,20,3877,92,15,Beginner Level,1.5 hours,2015-09-09T17:53:26Z,Web Development,Wordpress Beginners  Build Live Website Scratch
531290,"Essential JavaScript, jQuery and AngularJS Training",https://www.udemy.com/essential-javascript-jquery-angularjs-training/,True,30,2919,136,70,Intermediate Level,7 hours,2015-07-09T22:41:32Z,Web Development,Essential JavaScript jQuery AngularJS Training
436210,The Pro Ruby on Rails Starter,https://www.udemy.com/pro-rubyonrails-starter/,True,45,2409,90,19,Beginner Level,2.5 hours,2015-03-04T18:37:14Z,Web Development,Pro Ruby Rails Starter
617158,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,https://www.udemy.com/unit-testing-angularjs/,True,25,2083,213,23,All Levels,2.5 hours,2016-01-24T21:47:20Z,Web Development,Unit Testing AngularJS Build Bugfree Apps Work
1121580,WordPress Blog : Create a WordPress Website for Beginners,https://www.udemy.com/wordpress-website-for-beginners/,True,20,2076,8,20,Beginner Level,2 hours,2017-02-26T18:29:53Z,Web Development,WordPress Blog  Create WordPress Website Beginners
782192,Introduction to HTML5 Canvas basics of drawing,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,True,200,2918,16,17,Beginner Level,1 hour,2016-03-14T18:51:45Z,Web Development,Introduction HTML5 Canvas basics drawing
978728,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,True,200,842,144,536,All Levels,25 hours,2016-10-11T14:18:27Z,Web Development,Thoughtful Web Development Course HTML Vuejs PHP MySQL
65493,Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,True,100,7130,30,17,All Levels,1 hour,2013-07-25T19:55:43Z,Web Development,Kids Coding  Beginners CSS
32649,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,True,50,5549,92,143,All Levels,15.5 hours,2012-12-15T15:22:52Z,Web Development,PHP  MySQL  Learn Easy Way Master PHP  MySQL Quickly
1225030,Learning Path: Magento: Master and Test Magento 2 with Ease,https://www.udemy.com/learning-path-magento-master-and-test-magento-2-with-ease/,True,200,155,9,37,Expert Level,6 hours,2017-05-26T17:51:05Z,Web Development,Learning Path Magento Master Test Magento 2 Ease
903140,The Complete hapiJS Course - Go From Beginner To Advanced!,https://www.udemy.com/hapijs-course/,True,195,1697,64,54,All Levels,6 hours,2016-07-13T15:30:53Z,Web Development,Complete hapiJS Course  Beginner Advanced
372518,Ruby On Rails For Web Development,https://www.udemy.com/ruby-on-rails-for-web-development/,True,195,2526,185,24,Beginner Level,5 hours,2014-12-17T19:01:59Z,Web Development,Ruby Rails Web Development
1045862,Create eye-catching WordPress website from scratch,https://www.udemy.com/create-eye-catching-wordpress-website-from-scratch/,True,30,2342,15,19,Beginner Level,4.5 hours,2016-12-28T19:04:14Z,Web Development,Create eyecatching WordPress website scratch
99826,Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,True,200,21730,61,35,Beginner Level,2.5 hours,2013-10-05T12:49:46Z,Web Development,Web Developer Seller  Build Websites HTML
1236746,WordPress Tips and Tricks,https://www.udemy.com/wordpress-tips-and-tricks/,True,200,1117,10,37,Intermediate Level,2.5 hours,2017-06-08T17:44:18Z,Web Development,WordPress Tips Tricks
1110756,HTML Tutorials : HTML Code for Website Creating,https://www.udemy.com/html-code-for-website/,True,20,2401,15,27,All Levels,3 hours,2017-02-22T17:36:27Z,Web Development,HTML Tutorials  HTML Code Website Creating
595728,Complete HTML5 and CSS3 Course +1 Start to Finish Project,https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/,True,200,3887,81,94,All Levels,8.5 hours,2015-09-07T23:42:50Z,Web Development,Complete HTML5 CSS3 Course 1 Start Finish Project
1231872,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,https://www.udemy.com/web-development-with-html-css-bootstrap-jquery-for-beginners/,True,35,1156,4,59,Beginner Level,5 hours,2017-05-30T17:15:41Z,Web Development,Web Development HTML CSS BOOTSTRAP JQUERY Beginners
876850,HTML5 Specialist: Comprehensive HTML5 Training,https://www.udemy.com/html5-specialist/,True,100,1385,188,83,All Levels,5 hours,2016-06-22T16:54:51Z,Web Development,HTML5 Specialist Comprehensive HTML5 Training
113518,CSS and CSS3 For Absolute Beginners,https://www.udemy.com/css-and-css3-for-absolute-beginners/,True,75,10890,212,33,Beginner Level,5 hours,2013-11-01T17:12:45Z,Web Development,CSS CSS3 Absolute Beginners
1111552,Build a Complete JQuery Plugin (Image Pop-up Dialog),https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/,True,20,1126,10,12,All Levels,1 hour,2017-02-23T21:46:18Z,Web Development,Build Complete JQuery Plugin Image Popup Dialog
834924,How to create HTML Forms,https://www.udemy.com/how-to-create-html-forms/,True,30,3652,60,7,Beginner Level,40 mins,2016-04-29T04:48:25Z,Web Development,create HTML Forms
764042,ReactJS and Flux: Learn By Building 10 Projects,https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/,True,60,1723,258,60,All Levels,11 hours,2016-02-18T18:18:12Z,Web Development,ReactJS Flux Learn Building 10 Projects
821526,How To Make A Business Website In 1 Day With Wix FAST & EASY,https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,True,20,3759,24,25,Beginner Level,4 hours,2016-04-18T15:23:27Z,Web Development,Business Website 1 Day Wix FAST  EASY
838418,PHP Date and Time Course by Edwin Diaz,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,True,40,1653,53,14,All Levels,1.5 hours,2016-05-03T21:00:53Z,Web Development,PHP Date Time Course Edwin Diaz
342084,Start Your Own Forum Website in 15 Minutes ,https://www.udemy.com/forum-web-development/,True,40,5387,38,15,All Levels,1 hour,2015-01-26T16:19:40Z,Web Development,Start Forum Website 15 Minutes
669536,Hit the ground running with AngularJS with Dion Yang,https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/,True,100,4563,49,13,All Levels,1.5 hours,2015-11-26T17:16:53Z,Web Development,Hit ground running AngularJS Dion Yang
511378,Learn CSS Transition and Animation ,https://www.udemy.com/css-transition-and-animation/,True,100,3757,28,20,All Levels,1 hour,2015-05-27T17:51:19Z,Web Development,Learn CSS Transition Animation
553582,Learn JavaScript from scratch,https://www.udemy.com/learn-javascript-from-scratch/,True,20,4193,92,44,Beginner Level,2.5 hours,2015-07-30T19:00:52Z,Web Development,Learn JavaScript scratch
566920,WordPress for Beginners - Tutorial - From Novice to Know-How,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/,True,20,3694,48,39,Beginner Level,4 hours,2015-08-28T19:41:50Z,Web Development,WordPress Beginners  Tutorial  Novice KnowHow
406820,RESTful API with Laravel,https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/,True,45,1905,228,57,All Levels,6 hours,2015-02-05T07:42:56Z,Web Development,RESTful API Laravel
636418,Learn Ruby on Rails for Absolute Beginners,https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/,True,195,2875,20,36,All Levels,4.5 hours,2015-10-14T17:51:26Z,Web Development,Learn Ruby Rails Absolute Beginners
986442,JavaScript Tutorial,https://www.udemy.com/lets-learn-javascript-by-coding/,True,180,613,93,37,All Levels,4.5 hours,2016-10-17T15:07:49Z,Web Development,JavaScript Tutorial
996320,Shopping Cart Website from Scratch Ecommerce,https://www.udemy.com/shopping-cart/,True,200,633,39,54,Beginner Level,4 hours,2016-11-08T21:51:17Z,Web Development,Shopping Cart Website Scratch Ecommerce
936182,Learn By Example: Angular JS,https://www.udemy.com/learn-by-example-angular-js/,True,50,1515,32,60,All Levels,7 hours,2016-08-22T19:36:10Z,Web Development,Learn Example Angular JS
905850,The Complete front end web developer Bootcamp - 14 projects,https://www.udemy.com/complete-front-end-web-developer-bootcamp/,True,200,900,129,126,All Levels,18.5 hours,2016-08-12T00:30:51Z,Web Development,Complete end web developer Bootcamp  14 projects
547298,WordPress LMS: E-Learning Website Made Easy,https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/,True,20,2382,22,16,All Levels,1.5 hours,2015-07-08T00:08:54Z,Web Development,WordPress LMS ELearning Website Easy
294794,Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,False,Free,32260,1005,12,Beginner Level,1.5 hours,2014-09-05T19:16:53Z,Web Development,Create HTML5 Video Player Scratch
615920,In Depth Web Development Made Easy,https://www.udemy.com/in-depth-web-development-from-scratch/,True,25,3249,27,60,All Levels,6.5 hours,2015-10-30T16:55:44Z,Web Development,Depth Web Development Easy
955818,Jquery :basics for beginners,https://www.udemy.com/jquery-basics-for-beginners/,True,50,1274,34,15,All Levels,40 mins,2016-09-12T19:01:34Z,Web Development,Jquery basics beginners
65330,Web Development By Doing: HTML / CSS From Scratch,https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,False,Free,72932,2575,21,Beginner Level,1 hour,2013-09-25T00:42:09Z,Web Development,Web Development Doing HTML  CSS Scratch
173548,Build Your First Website in 1 Week with HTML5 and CSS3,https://www.udemy.com/build-your-first-website-in-1-week/,False,Free,120291,5924,30,Beginner Level,3 hours,2014-04-08T16:21:30Z,Web Development,Build Website 1 Week HTML5 CSS3
1183094,"ASP.NET Core MVC, Quick and Practical",https://www.udemy.com/aspnet-core-mvc-quick-and-practical/,True,20,387,5,30,Intermediate Level,2.5 hours,2017-04-25T00:55:41Z,Web Development,ASPNET Core MVC Quick Practical
738360,Better way towards CSS using Less and Sass,https://www.udemy.com/better-way-towards-css-using-less-and-sass/,True,20,2227,44,26,All Levels,1.5 hours,2016-02-16T08:11:49Z,Web Development,Better way CSS Sass
650328,JavaScript Complete for beginners with real world Apps,https://www.udemy.com/javascript-complete-and-comprehensive/,True,120,2652,33,40,All Levels,3.5 hours,2016-02-02T21:35:54Z,Web Development,JavaScript Complete beginners real world Apps
69414,Creating a Responsive HTML Email,https://www.udemy.com/creating-responsive-html-email/,True,20,2520,183,34,All Levels,1.5 hours,2013-08-12T13:09:39Z,Web Development,Creating Responsive HTML Email
500628,Angular 2 Demystified,https://www.udemy.com/introduction-to-angular2/,True,20,3150,69,49,All Levels,3.5 hours,2015-05-18T20:48:48Z,Web Development,Angular 2 Demystified
384078,Learn HTML Fast and Easy!,https://www.udemy.com/learn-to-code-html/,True,20,4011,24,17,Beginner Level,1.5 hours,2015-08-03T22:01:42Z,Web Development,Learn HTML Fast Easy
451938,How To Setup a Micro-Blog in 3 Easy Steps,https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/,True,25,6937,22,7,All Levels,1 hour,2015-03-20T18:49:20Z,Web Development,Setup MicroBlog 3 Easy Steps
657710,Ruby on Rails for Complete Beginners,https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/,True,35,4839,129,84,Beginner Level,4 hours,2015-11-02T23:07:56Z,Web Development,Ruby Rails Complete Beginners
977516,Wordpress for Non-Technical People,https://www.udemy.com/wordpress-for-non-technical-people/,True,150,2346,10,65,Beginner Level,4.5 hours,2016-11-15T21:51:28Z,Web Development,Wordpress NonTechnical People
997750,ASP NET CORE - ANGULAR 2 E-Commerce App,https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/,True,200,897,129,171,All Levels,13 hours,2017-01-13T17:06:35Z,Web Development,ASP NET CORE  ANGULAR 2 ECommerce App
316704,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,True,20,9381,138,131,Beginner Level,11 hours,2014-10-15T15:23:00Z,Web Development,Introductory JavaScript Easy Training Tutorial
106178,Become a Heroku Rails Ninja: Expert Level Deployment Tools,https://www.udemy.com/become-a-heroku-rails-ninja/,True,50,7090,52,30,Intermediate Level,8.5 hours,2014-02-15T16:03:28Z,Web Development,Heroku Rails Ninja Expert Level Deployment Tools
1062686,Complete RESPONSIVE Website Design with HTML5 & CSS3,https://www.udemy.com/website_design/,True,20,2204,6,97,Beginner Level,9 hours,2017-02-03T04:19:46Z,Web Development,Complete RESPONSIVE Website Design HTML5  CSS3
1082996,Pimcore Developer: Implement a Blog from a Bootstrap Theme,https://www.udemy.com/enterprise-cms-applied-implement-a-website-with-pimcore/,True,95,1212,15,39,All Levels,4.5 hours,2017-01-24T00:17:39Z,Web Development,Pimcore Developer Implement Blog Bootstrap Theme
629044,Inspirational Web Development - A Beginner Approach -,https://www.udemy.com/inspirational-web-development-level-0/,True,20,5328,47,28,Beginner Level,3.5 hours,2016-01-24T22:03:49Z,Web Development,Inspirational Web Development  Beginner Approach 
476408,"Learn HTML, A practical guide from scratch to HTML 5",https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/,True,100,5715,52,31,All Levels,3 hours,2015-04-26T12:35:16Z,Web Development,Learn HTML practical guide scratch HTML 5
1124244,JavaScript Tutorial: Learn JavaScript Code for Beginners,https://www.udemy.com/javascript-tutorial-for-beginners/,True,20,2074,14,22,Beginner Level,1.5 hours,2017-03-08T00:24:44Z,Web Development,JavaScript Tutorial Learn JavaScript Code Beginners
217010,Website Secrets: Get a Gorgeous Website on the Cheap,https://www.udemy.com/how-to-get-an-excellent-website-at-a-lower-cost/,True,50,12328,15,32,All Levels,2 hours,2014-07-04T08:17:41Z,Web Development,Website Secrets Gorgeous Website Cheap
576694,Ultimate WordPress Plugin Course,https://www.udemy.com/wordpress-plugin-course/,True,100,4537,415,49,All Levels,9 hours,2015-08-20T20:32:31Z,Web Development,Ultimate WordPress Plugin Course
527952,PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,True,100,5117,463,138,All Levels,14.5 hours,2015-07-17T18:52:45Z,Web Development,PHP Beginners Build ECommerce Store
745306,"Build Realtime Apps | React Js, Golang & RethinkDB",https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/,True,60,3854,482,48,All Levels,3 hours,2016-01-29T20:30:27Z,Web Development,Build Realtime Apps  React Js Golang  RethinkDB
941998,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",https://www.udemy.com/master-electron/,True,165,1902,224,47,Intermediate Level,5.5 hours,2017-03-21T23:58:01Z,Web Development,Master Electron Desktop Apps HTML JavaScript  CSS
674608,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,True,195,37141,1813,316,All Levels,51 hours,2016-05-18T00:16:26Z,Web Development,Complete Web Developer Masterclass Beginner Advanced
1204208,Mastering Micro Services Using Java Spring Boot,https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/,True,195,1649,34,25,All Levels,2 hours,2017-05-17T17:43:14Z,Web Development,Mastering Micro Services Java Spring Boot
957422,How to Create A Website: An HTML Tutorial and CSS Tutorial,https://www.udemy.com/html-tutorial/,True,65,3012,260,330,All Levels,32.5 hours,2016-09-25T20:55:57Z,Web Development,Create Website HTML Tutorial CSS Tutorial
511838,The Advanced Web Developer Course,https://www.udemy.com/the-advanced-web-developer-course/,True,100,6890,99,90,Intermediate Level,10.5 hours,2015-06-03T18:21:21Z,Web Development,Advanced Web Developer Course
621022,Projects in MongoDB - Learn MongoDB Building Projects,https://www.udemy.com/projects-in-mongodb/,True,50,4628,247,93,All Levels,12 hours,2015-09-28T20:22:39Z,Web Development,Projects MongoDB  Learn MongoDB Building Projects
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,True,50,17113,380,93,All Levels,9.5 hours,2012-11-26T13:51:56Z,Web Development,Learning JavaScript Programming Tutorial Definitive Guide
1270392,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",https://www.udemy.com/the-complete-javascript-html-and-css-tutorial-for-beginners/,True,35,244,44,21,Beginner Level,3 hours,2017-06-29T16:13:18Z,Web Development,Complete JavaScript HTML CSS Tutorial Beginners
991094,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/,True,195,1472,210,110,All Levels,13 hours,2017-02-08T05:44:46Z,Web Development,Build Modern Responsive Website HTML5 CSS3  Bootstrap
695656,The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,True,195,31499,450,46,All Levels,4 hours,2015-12-29T17:20:32Z,Web Development,Complete JavaScript Course Web Development Beginners
1174446,Email Marketing: Send Unlimited Emails via Own Mail Server,https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/,True,35,3539,43,20,Beginner Level,1 hour,2017-04-19T00:28:15Z,Web Development,Email Marketing Send Unlimited Emails Mail Server
1267892,Getting started with JavaScript,https://www.udemy.com/javascript-code/,True,200,1415,17,23,Beginner Level,1.5 hours,2017-06-27T00:56:40Z,Web Development,Getting started JavaScript
1149334,Learn the basics of the Web development: Coding Tactics,https://www.udemy.com/learn-the-basics-of-the-web-development-in-2-hours/,True,40,2965,17,30,Beginner Level,2 hours,2017-04-29T00:52:53Z,Web Development,Learn basics Web development Coding Tactics
1109150,RESTful API with Laravel 5.4: Definitive Guide,https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/,True,145,655,95,195,All Levels,12.5 hours,2017-04-28T17:44:04Z,Web Development,RESTful API Laravel 54 Definitive Guide
445534,Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,True,20,18777,1112,21,Intermediate Level,1.5 hours,2015-07-07T00:08:10Z,Web Development,Learn AngularJS Step Step
987666,Learn React : The World's Most Lucrative JavaScript Library,https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/,True,50,1591,99,74,Beginner Level,9.5 hours,2017-02-08T00:40:08Z,Web Development,Learn React  Worlds Lucrative JavaScript Library
1134330,Master Regular Expressions from scratch - All languages,https://www.udemy.com/master-regular-expressions-from-scratch/,True,70,1925,27,38,All Levels,2 hours,2017-04-27T20:25:25Z,Web Development,Master Regular Expressions scratch  languages
983534,Try AngularJS: Beginner's Guide to Front End Web Development,https://www.udemy.com/try-angularjs/,True,50,16926,126,33,Beginner Level,4.5 hours,2016-10-13T20:38:03Z,Web Development,Try AngularJS Beginners Guide End Web Development
563248,JavaScript Step by Step how to apply it to your web pages,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,True,100,13406,78,44,All Levels,1.5 hours,2015-07-26T17:44:17Z,Web Development,JavaScript Step Step apply web pages
1140532,Explore JavaScript Beginners Guide to Coding JavaScript,https://www.udemy.com/javascript-beginners-course/,True,200,5739,26,29,Beginner Level,2.5 hours,2017-03-12T21:38:57Z,Web Development,Explore JavaScript Beginners Guide Coding JavaScript
