Course Name,Difficulty Level,Course URL
Be Your Best Creative Self,Beginner,https://www.coursera.org/learn/be-your-best-creative-self
Weight Management: Beyond Balancing Calories,Beginner,https://www.coursera.org/learn/weight-management-beyond-balancing-calories
The Fall and Rise of Jerusalem,Beginner,https://www.coursera.org/learn/jerusalem
Hardware Description Languages for FPGA Design,Intermediate,https://www.coursera.org/learn/fpga-hardware-description-languages
Hyperparameter Tuning with Neural Network Intelligence,Beginner,https://www.coursera.org/learn/hyperparameter-tuning
Reinforcement Learning for Trading Strategies,Intermediate,https://www.coursera.org/learn/trading-strategies-reinforcement-learning
State Estimation and Localization for Self-Driving Cars,Beginner,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars
Business English: Capstone Project,Advanced,https://www.coursera.org/learn/business-english-capstone
Differential Equations for Engineers,Beginner,https://www.coursera.org/learn/differential-equations-engineers
AstroTech: The Science and Technology behind Astronomical Discovery,Beginner,https://www.coursera.org/learn/astronomy-technology
Learn to Teach Java:  ArrayLists and 2D Arrays,Advanced,https://www.coursera.org/learn/teach-java-arraylist-2d-arrays
Optimizing Your Google Cloud Platform (GCP) Costs,Advanced,https://www.coursera.org/learn/gcp-cost-optimization
"Python Project: pillow, tesseract, and opencv",Intermediate,https://www.coursera.org/learn/python-project
Chemistry,Not Calibrated,https://www.coursera.org/learn/chemistry-1
Detecting and Mitigating Cyber Threats and Attacks,Intermediate,https://www.coursera.org/learn/detecting-cyber-attacks
Programming for Everybody (Getting Started with Python),Intermediate,https://www.coursera.org/learn/python
Trading Basics,Intermediate,https://www.coursera.org/learn/trading-basics
Fundamentals of Fluid-Solid Interactions,Advanced,https://www.coursera.org/learn/fluid-solid-interaction
Solving Complex Problems Capstone,Beginner,https://www.coursera.org/learn/solving-complex-problems
"Easing the burden of obesity, diabetes and cardiovascular disease",Intermediate,https://www.coursera.org/learn/easing-the-burden-of-obesity-diabetes-cvd
Ecological and Energy Transitions in Southern Countries,Intermediate,https://www.coursera.org/learn/ecological-and-energetical-transitions-in-southern-countries
Transforming Communities,Beginner,https://www.coursera.org/learn/transforming-communities
Foundations of Teaching for Learning: Developing Relationships,Intermediate,https://www.coursera.org/learn/teacher-relationships
Data Management for Clinical Research,Intermediate,https://www.coursera.org/learn/clinical-data-management
The Art of Music Production,Advanced,https://www.coursera.org/learn/producing-music
The Art of Music Production,Advanced,https://www.coursera.org/learn/producing-music
Discounted Cash Flow Modeling,Intermediate,https://www.coursera.org/learn/discounted-cash-flow-modeling
Code Yourself! An Introduction to Programming,Intermediate,https://www.coursera.org/learn/intro-programming
Understanding Medical Research: Your Facebook Friend is Wrong,Beginner,https://www.coursera.org/learn/medical-research
Recovering the Humankind's Past and Saving the Universal Heritage,Intermediate,https://www.coursera.org/learn/preserving-cultural-heritage
The Newborn Assessment,Intermediate,https://www.coursera.org/learn/newborn-assessment
Cloud Computing Basics (Cloud 101),Intermediate,https://www.coursera.org/learn/cloud-computing-basics
Images and Links in HTML,Beginner,https://www.coursera.org/learn/images-and-links-in-html
EDIVET: Do you have what it takes to be a veterinarian?,Beginner,https://www.coursera.org/learn/becoming-a-veterinarian
Foundations of Public Health Practice: The Public Health Approach,Intermediate,https://www.coursera.org/learn/foundations-public-health-approach
Analyze Text Data with Yellowbrick,Beginner,https://www.coursera.org/learn/analyze-text-data-yellowbrick
Intellectual Change in Early China: Warring States and Han,Intermediate,https://www.coursera.org/learn/intellectual-change-early-china-the-warring-states-han
"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",Advanced,https://www.coursera.org/learn/literacy-teaching-learning
Russian for beginners 1. ??????? ????: A1,Beginner,https://www.coursera.org/learn/russian-a1-part1
Draw Insights with Crosstabs Reports in Google Sheets,Beginner,https://www.coursera.org/learn/draw-insights-with-crosstabs-reports-google-sheets
Understanding Russians: Contexts of Intercultural Communication,Advanced,https://www.coursera.org/learn/intercultural-communication-russians
Class Creation in Object Oriented Python,Beginner,https://www.coursera.org/learn/class-creation-in-object-oriented-python
Discrete Mathematics,Advanced,https://www.coursera.org/learn/discrete-mathematics
Teaching Impacts of Technology: Fundamentals,Advanced,https://www.coursera.org/learn/teach-impacts-technology-fundamentals
"Fundamentals of Negotiation, with Goldman Sachs 10,000 Women",Beginner,https://www.coursera.org/learn/10k-women-10
Introduction to TensorFlow,Advanced,https://www.coursera.org/learn/intro-tensorflow
Palo Alto Networks Academy Cybersecurity Foundation,Intermediate,https://www.coursera.org/learn/cybersecurity-foundation
Building an Ecosystem model with Insight Maker,Beginner,https://www.coursera.org/learn/ecosystem-insight-maker
History of Medical Cannabis,Beginner,https://www.coursera.org/learn/history-medical-cannabis-cbd-thc
Advanced Grammar & Punctuation Project,Advanced,https://www.coursera.org/learn/Advanced-grammar-project
Create Employee Management System with When I Work,Beginner,https://www.coursera.org/learn/employee-management-with-when-i-work
Practical Machine Learning,Beginner,https://www.coursera.org/learn/practical-machine-learning
Practical Machine Learning,Beginner,https://www.coursera.org/learn/practical-machine-learning
Web Application Security Testing with OWASP ZAP,Beginner,https://www.coursera.org/learn/web-application-security-testing-with-owsap-zap
Teaching Character and Creating Positive Classrooms,Beginner,https://www.coursera.org/learn/teaching-character
Front-End JavaScript Frameworks: Angular,Advanced,https://www.coursera.org/learn/angular
Developing the Opportunity for Corporate Entrepreneurs,Beginner,https://www.coursera.org/learn/corporate-entrepreneurs-opportunity
TensorFlow for AI: Get to Know Tensorflow,Advanced,https://www.coursera.org/learn/tensorflow-for-ai-get-to-know-tensorflow
Software Processes and Agile Practices,Beginner,https://www.coursera.org/learn/software-processes-and-agile-practices
"Brand Management: Aligning Business, Brand and Behaviour",Intermediate,https://www.coursera.org/learn/brand
On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Intermediate,https://www.coursera.org/learn/onprem-fundamentals-apigee-gcp
"Business Intelligence Concepts, Tools, and Applications",Advanced,https://www.coursera.org/learn/business-intelligence-tools
Cybersecurity and Mobility,Beginner,https://www.coursera.org/learn/cybersecurity-mobility
Create UI in Unity Part 1 - Screen Overlay Canvas,Advanced,https://www.coursera.org/learn/create-ui-unity-screen-overlay-canvas
Organisational behaviour: Know your people,Intermediate,https://www.coursera.org/learn/organisational-behaviour-know-your-people
Chemerinsky on Constitutional Law � Individual Rights and Liberties,Beginner,https://www.coursera.org/learn/chemerinsky-individual-rights
Create Power-Ups and Obstacles with C# in Unity,Beginner,https://www.coursera.org/learn/create-power-ups-obstacles-c-sharp-unity
Supply Chain Management: A Learning Perspective,Beginner,https://www.coursera.org/learn/supply-chain-management
Linear Circuits 1: DC Analysis,Beginner,https://www.coursera.org/learn/linear-circuits-dcanalysis
3D Printing Applications,Intermediate,https://www.coursera.org/learn/3d-printing-applications
Intro to Scheduling with When I Work,Beginner,https://www.coursera.org/learn/intro-to-scheduling-with-when-i-work
Understanding the Brain: The Neurobiology of Everyday Life,Intermediate,https://www.coursera.org/learn/neurobiology
Image Compression and Generation using Variational Autoencoders in Python,Beginner,https://www.coursera.org/learn/image-compression-generation-vae
American Deaf Culture,Beginner,https://www.coursera.org/learn/deaf-culture
Optimize TensorFlow Models For Deployment with TensorRT,Advanced,https://www.coursera.org/learn/tensorflow-tensorrt
Non-Communicable Diseases in Humanitarian Settings,Beginner,https://www.coursera.org/learn/non-communicable-diseases-in-humanitarian-settings
Reliable Google Cloud Infrastructure: Design and Process,Beginner,https://www.coursera.org/learn/cloud-infrastructure-design-process
Healthcare Organizations and the Health System,Advanced,https://www.coursera.org/learn/healthcare-organizations-health-system
Financing Infrastructure in African Cities,Beginner,https://www.coursera.org/learn/financing-infrastructure-in-african-cities
Visual Machine Learning with Yellowbrick,Beginner,https://www.coursera.org/learn/machine-learning-visualization
Create a Memory Puzzle Game in Python Using Pygame,Beginner,https://www.coursera.org/learn/create-memory-puzzle-game-in-python-using-pygame
"Responsive Website Basics: Code with HTML, CSS, and JavaScript",Intermediate,https://www.coursera.org/learn/website-coding
Age of Jefferson,Beginner,https://www.coursera.org/learn/ageofjefferson
Children Acquiring Literacy Naturally,Intermediate,https://www.coursera.org/learn/children-literacy
Practical Time Series Analysis,Intermediate,https://www.coursera.org/learn/practical-time-series-analysis
Mathematical Thinking in Computer Science,Intermediate,https://www.coursera.org/learn/what-is-a-proof
Writing and Editing: Word Choice and Word Order,Beginner,https://www.coursera.org/learn/writing-editing-words
Tableau Public for Project Management and Beyond,Intermediate,https://www.coursera.org/learn/tableau-public-for-project-management-and-beyond
Automating Real-World Tasks with Python,Advanced,https://www.coursera.org/learn/automating-real-world-tasks-python
Internet of Things: Communication Technologies,Intermediate,https://www.coursera.org/learn/internet-of-things-communication
Writing in First Person Point of View,Advanced,https://www.coursera.org/learn/first-person-pov
Fundamentals of Visualization with Tableau,Beginner,https://www.coursera.org/learn/data-visualization-tableau
Building Modern Java Applications on AWS,Advanced,https://www.coursera.org/learn/building-modern-java-applications-on-aws
Building Your Career in Music: Developing A Brand and Funding Your Music,Intermediate,https://www.coursera.org/learn/navigate-music-industry-independent-artist
Power Onboarding,Intermediate,https://www.coursera.org/learn/power-onboarding
Introduction to Cloud Identity,Beginner,https://www.coursera.org/learn/cloud-identity
Bayesian Statistics: From Concept to Data Analysis,Beginner,https://www.coursera.org/learn/bayesian-statistics
Creating Custom Callbacks in Keras,Beginner,https://www.coursera.org/learn/custom-callbacks-keras
Cybersecurity and the Internet of Things,Beginner,https://www.coursera.org/learn/iot-cyber-security
Create an FPS Weapon in Unity (Part 2 - Firing Effects),Advanced,https://www.coursera.org/learn/create-fps-weapon-unity-firing-effects
Intimacy of Creativity: Entering the Minds of Composers,Intermediate,https://www.coursera.org/learn/intimacy-creativity-entering-minds-composers
Understanding child development: from synapse to society,Intermediate,https://www.coursera.org/learn/child-development
Doing Business in Europe,Beginner,https://www.coursera.org/learn/doing-business-in-europe
Python Programming: A Concise Introduction,Advanced,https://www.coursera.org/learn/python-programming-introduction
My Favorite Lectures @ HKUST,Advanced,https://www.coursera.org/learn/my-favorite-lectures-hkust
Performing Data Definition and Manipulation in SQL,Beginner,https://www.coursera.org/learn/performing-data-definition-and-manipulation-in-sql
Object Oriented Programming in Java,Beginner,https://www.coursera.org/learn/object-oriented-java
Object Oriented Programming in Java,Beginner,https://www.coursera.org/learn/object-oriented-java
Children's Human Rights - An Interdisciplinary Introduction,Beginner,https://www.coursera.org/learn/childrens-rights
Data Management and Visualization,Advanced,https://www.coursera.org/learn/data-visualization
Improving Your Statistical Questions,Beginner,https://www.coursera.org/learn/improving-statistical-questions
Business Transformation with Google Cloud,Beginner,https://www.coursera.org/learn/business-transformation-google-cloud
Inspiring and Motivating Individuals,Intermediate,https://www.coursera.org/learn/motivate-people-teams
"Android App Components - Intents, Activities, and Broadcast Receivers",Advanced,https://www.coursera.org/learn/androidapps
Averaged-Switch Modeling and Simulation,Advanced,https://www.coursera.org/learn/averagedswitchmodelingandsimulation
Compare time series predictions of COVID-19 deaths,Beginner,https://www.coursera.org/learn/compare-time-series-predictions-of-covid19-deaths
Scheduling Selenium TestNG tests via Jenkins CI/CD tool,Beginner,https://www.coursera.org/learn/scheduling-selenium-testng-tests-via-ci-cd-tools-jenkins
Build a Simple App in Android Studio with Java,Beginner,https://www.coursera.org/learn/build-app-android-studio-java
Circadian clocks: how rhythms structure life,Beginner,https://www.coursera.org/learn/circadian-clocks
Conversational English Skills,Advanced,https://www.coursera.org/learn/conversational-english-skills
Analysis of Business Problems,Beginner,https://www.coursera.org/learn/analysis-business-problem-iese
Inferential Statistical Analysis with Python,Beginner,https://www.coursera.org/learn/inferential-statistical-analysis-python
Create Interactive Dashboards with Streamlit and Python,Beginner,https://www.coursera.org/learn/interactive-dashboards-streamlit-python
Biochemical Principles of Energy Metabolism,Intermediate,https://www.coursera.org/learn/energy-metabolism
Global Statistics - Composite Indices for International Comparisons,Intermediate,https://www.coursera.org/learn/global-statistics
Blockchain Opportunities Beyond Crypto Assets,Advanced,https://www.coursera.org/learn/blockchain-opportunities-beyond-crypto-assets
"Interpersonal, Developmental, and Evolutionary Perspectives of the Mind",Advanced,https://www.coursera.org/learn/mind-machine-perspectives
Accounting Analysis I: The Role of Accounting as an Information System,Intermediate,https://www.coursera.org/learn/accounting-information-system
Advanced Functional Ceramics,Intermediate,https://www.coursera.org/learn/Advanced-functional-ceramics
Solving Algorithms for Discrete Optimization,Advanced,https://www.coursera.org/learn/solving-algorithms-discrete-optimization
Build A Google Firebase Web App (Part II),Advanced,https://www.coursera.org/learn/build-firebase-webapp-2
Getting Started with R,Advanced,https://www.coursera.org/learn/getting-started-with-r
JavaScript Strings: Properties and Methods,Beginner,https://www.coursera.org/learn/javascript-strings-properties-methods
Coaching Practices,Beginner,https://www.coursera.org/learn/coaching-practices
"Java Inheritance, Composition and Aggregation",Beginner,https://www.coursera.org/learn/java-inheritance-composition-and-aggregation
"Element, Class, and ID Selectors in CSS",Beginner,https://www.coursera.org/learn/element-class-and-id-selectors-in-css
Aromatherapy: Clinical Use of Essential Oils,Intermediate,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils
Aromatherapy: Clinical Use of Essential Oils,Intermediate,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils
Avatar Psychology for Designers,Advanced,https://www.coursera.org/learn/avatar-psychology-for-designers
Effective Altruism,Beginner,https://www.coursera.org/learn/altruism
I/O-efficient algorithms,Intermediate,https://www.coursera.org/learn/io-efficient-algorithms
TensorFlow for AI: Computer Vision Basics,Advanced,https://www.coursera.org/learn/tensorflow-for-ai-computer-vision-basics
Diabetes � the Essential Facts,Beginner,https://www.coursera.org/learn/diabetes-essential-facts
Lesson | Video Conferencing: Face to Face but Online,Not Calibrated,https://www.coursera.org/learn/lesson-video-conferencing-face-to-face-but-online
"Fundamentals of Operations, with Goldman Sachs 10,000 Women",Beginner,https://www.coursera.org/learn/10k-women-7
Corporate finance: Know your numbers 2,Advanced,https://www.coursera.org/learn/corporate-finance-know-your-numbers-2
Management of Fashion and Luxury Companies,Intermediate,https://www.coursera.org/learn/mafash
Geopolitics of Europe,Beginner,https://www.coursera.org/learn/geopolitics-europe
Acing the Product Management Interview,Advanced,https://www.coursera.org/learn/acing-product-management-interviews
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",Intermediate,https://www.coursera.org/learn/dementia-care
Annual Campaigns: Building a Case for Support,Advanced,https://www.coursera.org/learn/annual-campaigns
Sustainable Tourism � promoting environmental public health,Beginner,https://www.coursera.org/learn/sustainable-tourism
Cloud Applications,Advanced,https://www.coursera.org/learn/cloud-app
Approaching Music Theory: Melodic Forms and Simple Harmony,Intermediate,https://www.coursera.org/learn/melodic-forms-simple-harmony
Blockchain Business Models,Beginner,https://www.coursera.org/learn/blockchain-business-models
More Chinese for Beginners,Beginner,https://www.coursera.org/learn/more-chinese-for-beginners
Conduct Sales Projections with Seasonality in Google Sheets,Beginner,https://www.coursera.org/learn/conduct-sales-projections-with-seasonality-google-sheets
Practical Predictive Analytics: Models and Methods,Beginner,https://www.coursera.org/learn/predictive-analytics
Predict Sales Revenue with scikit-learn,Beginner,https://www.coursera.org/learn/scikit-learn-simple-linear-regression
Introduction to Research for Essay Writing,Intermediate,https://www.coursera.org/learn/introduction-to-research-for-essay-writing
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",Advanced,https://www.coursera.org/learn/transmedia-storytelling
Python Basics: Create a Guessing Number Game from Scratch,Beginner,https://www.coursera.org/learn/python-basics-guess-the-number
Data Science Ethics,Beginner,https://www.coursera.org/learn/data-science-ethics
Autism Spectrum Disorder,Beginner,https://www.coursera.org/learn/autism-spectrum-disorder
Single Page Web Applications with AngularJS,Advanced,https://www.coursera.org/learn/single-page-web-apps-with-angularjs
Major Engineering Project Performance,Beginner,https://www.coursera.org/learn/major-engineering-project-performance
Network Security & Database Vulnerabilities,Beginner,https://www.coursera.org/learn/network-security-database-vulnerabilities
Computational Neuroscience,Intermediate,https://www.coursera.org/learn/computational-neuroscience
Asian Environmental Humanities: Landscapes in Transition,Intermediate,https://www.coursera.org/learn/asian-environmental-humanities
Writing in English at University,Beginner,https://www.coursera.org/learn/writing-english-university
Structuring Machine Learning Projects,Beginner,https://www.coursera.org/learn/machine-learning-projects
Critical Perspectives on Management,Intermediate,https://www.coursera.org/learn/critical-management
RESTful API with HTTP and JavaScript,Beginner,https://www.coursera.org/learn/restful-api-http-javascript
Professionalism in an era of change,Beginner,https://www.coursera.org/learn/professionalism-in-an-era-of-change
Climate Adaptation for Human Health,Beginner,https://www.coursera.org/learn/climateadaptation
Physics 101 - Forces and Kinematics,Advanced,https://www.coursera.org/learn/physics-101-forces-kinematics
Print and Digital Elements of Design: Branding and User Experience,Beginner,https://www.coursera.org/learn/designing-print-digital-media
Construction Project Management,Beginner,https://www.coursera.org/learn/construction-project-management
Parallel Programming in Java,Intermediate,https://www.coursera.org/learn/parallel-programming-in-java
Digitalisation in the Aerospace Industry,Advanced,https://www.coursera.org/learn/industry
Business English: Networking,Advanced,https://www.coursera.org/learn/business-english-intro
Chosen Issues in Holocaust History,Intermediate,https://www.coursera.org/learn/chosenissues
Agile Meets Design Thinking,Beginner,https://www.coursera.org/learn/uva-darden-getting-started-agile
Econometrics: Methods and Applications,Intermediate,https://www.coursera.org/learn/erasmus-econometrics
Object-Oriented Data Structures in C++,Beginner,https://www.coursera.org/learn/cs-fundamentals-1
Create a Google Ads Search Campaign,Beginner,https://www.coursera.org/learn/create-a-google-ads-search-campaign
Capstone: Create your own professional journalistic portfolio,Advanced,https://www.coursera.org/learn/become-a-journalist-capstone
Foundations of marketing analytics,Intermediate,https://www.coursera.org/learn/foundations-marketing-analytics
Queering the Schoolhouse: LGBTQ+ Inclusion for Educators,Advanced,https://www.coursera.org/learn/queeringtheschoolhouse
Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,Beginner,https://www.coursera.org/learn/water-part-2
Exploratory Data Analysis,Intermediate,https://www.coursera.org/learn/exploratory-data-analysis
Exploratory Data Analysis,Intermediate,https://www.coursera.org/learn/exploratory-data-analysis
Organ Donation: From Death to Life,Beginner,https://www.coursera.org/learn/organ-donation
Introduction to English Common Law,Intermediate,https://www.coursera.org/learn/intro-common-law
Models & Frameworks to Support Sales Planning,Advanced,https://www.coursera.org/learn/models-frameworks-support-sales-planning
Construction Cost Estimating and Cost Control,Beginner,https://www.coursera.org/learn/construction-cost-estimating
Stalin and Stalinism in Russian History,Beginner,https://www.coursera.org/learn/stalinism
Introduction to Systems Engineering,Advanced,https://www.coursera.org/learn/systems-engineering
"Modern Robotics, Course 4:  Robot Motion Planning and Control",Intermediate,https://www.coursera.org/learn/modernrobotics-course4
DDoS Attacks and Defenses,Intermediate,https://www.coursera.org/learn/ddos-attacks-and-defense
Motors and Motor Control Circuits,Advanced,https://www.coursera.org/learn/motors-circuits-design
Finance for Non-Financial Professionals,Intermediate,https://www.coursera.org/learn/finance-for-non-finance-managers
Transfer Learning for Food Classification,Beginner,https://www.coursera.org/learn/transfer-learning-food-classification
Social Marketing Capstone Project,Advanced,https://www.coursera.org/learn/social-marketing-capstone
The Social and Technical Context of Health Informatics,Intermediate,https://www.coursera.org/learn/the-socio-technical-health-informatics-context
Write Professional Emails in English,Intermediate,https://www.coursera.org/learn/professional-emails-english
Software Architecture,Advanced,https://www.coursera.org/learn/software-architecture
Ethical Social Media,Advanced,https://www.coursera.org/learn/ethical-social-media
"Coding for Designers, Managers, & Entrepreneurs II",Beginner,https://www.coursera.org/learn/uva-coding-for-design-managers-2
Fundamentals of Graphic Design,Intermediate,https://www.coursera.org/learn/fundamentals-of-graphic-design
"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials",Advanced,https://www.coursera.org/learn/recruitment-minorities-clinical-trials
What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,Advanced,https://www.coursera.org/learn/tgnc-gender-identity-social-change
Detecting COVID-19 with Chest X-Ray using PyTorch,Beginner,https://www.coursera.org/learn/covid-19-detection-x-ray
Social Business Model and Planning for Social Innovation,Advanced,https://www.coursera.org/learn/social-business-model
Six Sigma Advanced Analyze Phase,Intermediate,https://www.coursera.org/learn/six-sigma-analyze-Advanced
Information Visualization: Applied Perception,Advanced,https://www.coursera.org/learn/information-visualization-applied-perception
"Country Level Economics: Policies, Institutions, and Macroeconomic Performance",Advanced,https://www.coursera.org/learn/macroeconomic-factors
Developing FPGA-accelerated cloud applications with SDAccel: Theory,Advanced,https://www.coursera.org/learn/fpga-sdaccel-theory
Web Application Technologies and Django,Intermediate,https://www.coursera.org/learn/django-database-web-apps
Our Earth's Future,Intermediate,https://www.coursera.org/learn/earth-climate-change
Inspiring Leadership through Emotional Intelligence,Intermediate,https://www.coursera.org/learn/emotional-intelligence-leadership
Humanitarian communication : Addressing key challenges,Advanced,https://www.coursera.org/learn/humanitarian-communication
Antimicrobial resistance - theory and methods,Intermediate,https://www.coursera.org/learn/antimicrobial-resistance
How to finance your venture ?,Advanced,https://www.coursera.org/learn/finance-venture
Mining Quality Prediction Using Machine & Deep Learning,Beginner,https://www.coursera.org/learn/mining-quality-prediction
Business Model Innovation,Advanced,https://www.coursera.org/learn/business-model
First Step Korean,Intermediate,https://www.coursera.org/learn/learn-korean
Build Your Professional ePortfolio in English,Advanced,https://www.coursera.org/learn/eportfolio-english
Healthcare Data Quality and Governance,Intermediate,https://www.coursera.org/learn/healthcare-data-quality-governance
Current Gen 3D Game Prop Production,Advanced,https://www.coursera.org/learn/3d-game-prop-production
Healing with the Arts,Beginner,https://www.coursera.org/learn/healing-with-the-arts
Communication Skills for University Success,Beginner,https://www.coursera.org/learn/communication-skills
UX (User Experience) Capstone,Advanced,https://www.coursera.org/learn/user-experience-capstone
Biomedical Visualisation,Beginner,https://www.coursera.org/learn/biomedvis
Ideal Gases,Intermediate,https://www.coursera.org/learn/ideal-gases
Fundamentals of Immunology: Innate Immunity and B-Cell Function,Intermediate,https://www.coursera.org/learn/immunologyfundamentalsimmunitybcells
Thoracic Oncology,Beginner,https://www.coursera.org/learn/thoracic-oncology
Intermediate Object-Oriented Programming for Unity Games,Advanced,https://www.coursera.org/learn/intermediate-object-oriented-programming-unity-games
Antisemitism: From Its Origins to the Present,Advanced,https://www.coursera.org/learn/antisemitism
Chinese for HSK 2,Beginner,https://www.coursera.org/learn/hsk-2
Impact from digital transformation: A Nano course,Intermediate,https://www.coursera.org/learn/digital-transformation-impact-nano-course
Sequence Models,Intermediate,https://www.coursera.org/learn/nlp-sequence-models
Data Science Capstone,Advanced,https://www.coursera.org/learn/data-science-project
Data Science Capstone,Advanced,https://www.coursera.org/learn/data-science-project
Meaningful Predictive Modeling,Advanced,https://www.coursera.org/learn/meaningful-predictive-modeling
Current-Mode Control,Advanced,https://www.coursera.org/learn/current-modecontrol
Developing Your Musicianship: Final Project,Advanced,https://www.coursera.org/learn/musicianship-final-project
Achieving Your Optimal Performance,Advanced,https://www.coursera.org/learn/achieving-your-optimal-performance
"The Music of the Rolling Stones, 1962-1974",Not Calibrated,https://www.coursera.org/learn/rolling-stones
Global Health and Humanitarianism,Beginner,https://www.coursera.org/learn/health-humanitarianism
Preventative Healthcare for the Newborn Baby,Beginner,https://www.coursera.org/learn/preventive-healthcare-newborn-baby
Expanding SEL,Advanced,https://www.coursera.org/learn/expanding-sel
Visual Perception for Self-Driving Cars,Beginner,https://www.coursera.org/learn/visual-perception-self-driving-cars
Art & Ideas: Teaching with Themes,Intermediate,https://www.coursera.org/learn/ideas
Disease Screening in Public Health,Intermediate,https://www.coursera.org/learn/screening
Copyright for Educators & Librarians,Beginner,https://www.coursera.org/learn/copyright-for-education
Arch of Titus: Rome and the Menorah,Intermediate,https://www.coursera.org/learn/archoftitus
"Providing Social, Emotional, Behavioral, and Special Education Services in School",Beginner,https://www.coursera.org/learn/providing-social-emotional-behavioral-and-special-education-services-in-school
Infonomics II: Business Information Management and Measurement,Advanced,https://www.coursera.org/learn/infonomics-2
Civic Engagement in American Democracy,Intermediate,https://www.coursera.org/learn/civic-engagement-american-democracy
The Meat We Eat,Not Calibrated,https://www.coursera.org/learn/meat-we-eat
Acute and Chronic Rhinosinusitis: A Comprehensive Review,Beginner,https://www.coursera.org/learn/icahn-school-of-medicine-at-mount-sinai-acute-and-chronic-rhinosinusitis
The Social Context of Mental Health and Illness,Beginner,https://www.coursera.org/learn/mental-health
Understanding Financial Statements: Company Position,Beginner,https://www.coursera.org/learn/financial-statements
Build a Firebase Android Application,Advanced,https://www.coursera.org/learn/firebase-android-app
Plots (Graphics) in R,Beginner,https://www.coursera.org/learn/plots-graphics-in-r
Dog Emotion and Cognition,Beginner,https://www.coursera.org/learn/dog-emotion-and-cognition
Privacy in the Western World,Beginner,https://www.coursera.org/learn/history-privacy-laws
Skepticism,Beginner,https://www.coursera.org/learn/skepticism
Consonants of American English Pronunciation,Beginner,https://www.coursera.org/learn/american-english-pronunciation-consonant-sounds
Guitar Performance Techniques,Intermediate,https://www.coursera.org/learn/guitar-performance
Thrive in Trying Times Teach-Out,Beginner,https://www.coursera.org/learn/thrive-in-trying-times
Introduction to Graph Theory,Intermediate,https://www.coursera.org/learn/graphs
Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,Intermediate,https://www.coursera.org/learn/compassionate-leadership-jane-goodall
Social Media Data Analytics,Advanced,https://www.coursera.org/learn/social-media-data-analytics
Elastic Google Cloud Infrastructure: Scaling and Automation,Beginner,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation
"Response Surfaces, Mixtures, and Model Building",Intermediate,https://www.coursera.org/learn/response-surfaces-mixtures-model-building
Local Economic Development,Intermediate,https://www.coursera.org/learn/local-economic-development
Political Economy of Institutions and Development,Intermediate,https://www.coursera.org/learn/political-economy
Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Beginner,https://www.coursera.org/learn/philosophy-cognitive-sciences
"Grow to Greatness: Smart Growth for Private Businesses, Part I",Intermediate,https://www.coursera.org/learn/uva-darden-smart-growth-strategy-1
Evaluate Machine Learning Models with Yellowbrick,Beginner,https://www.coursera.org/learn/machine-learning-model-yellowbrick
Business Intelligence and Competitive Analysis,Beginner,https://www.coursera.org/learn/businessintelligence
Enterprise and Infrastructure Security,Advanced,https://www.coursera.org/learn/enterprise-infrastructure-security
English for Effective Business Speaking,Advanced,https://www.coursera.org/learn/business-english-vocabulary
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",Intermediate,https://www.coursera.org/learn/credit-tech
Learning How To Learn for Youth,Beginner,https://www.coursera.org/learn/learning-how-to-learn-youth
What is news?,Intermediate,https://www.coursera.org/learn/what-is-news
Interprofessional Healthcare Informatics,Intermediate,https://www.coursera.org/learn/health-informatics-professional
Create Your First Python Program,Beginner,https://www.coursera.org/learn/first-python-program
Methods and Statistics in Social Science - Final Research Project,Advanced,https://www.coursera.org/learn/social-science-capstone
Basic Elements of Design: Design Principles and Software Overview,Beginner,https://www.coursera.org/learn/basic-elements-design
EMT Foundations,Beginner,https://www.coursera.org/learn/emt-foundations
Cloud Computing Project,Advanced,https://www.coursera.org/learn/cloud-computing-project
Israel State and Society,Intermediate,https://www.coursera.org/learn/israel
Python Data Representations,Advanced,https://www.coursera.org/learn/python-representation
Bases of the law of obligations (The Russian Federation) Part 1,Advanced,https://www.coursera.org/learn/russian-law-of-obligations
Solar Energy Basics,Intermediate,https://www.coursera.org/learn/solar-energy-basics
"Javascript animation for websites, storytelling, data visualization and games",Beginner,https://www.coursera.org/learn/javascript-animation
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Intermediate,https://www.coursera.org/learn/motion-and-kinetics
Teach English Now! Foundational Principles,Beginner,https://www.coursera.org/learn/english-principles
Teach English Now! Foundational Principles,Beginner,https://www.coursera.org/learn/english-principles
